repo,bug_category,commit_hash,date,author,message,score,diff_snippet
chapter-three_next-drupal_bug_commits,Environment / Configuration,5ed427e721,2024-04-20T02:07:09Z,John Albin Wilkins,"fix(next-drupal): throw non-404 errors from /router/translate-path responses

Co-authored-by: Marc Orcau <marc.orcau@dig...",4,"---FILE: packages/next-drupal/src/next-drupal.ts---
@@ -372,23 +372,33 @@ export class NextDrupal extends NextDrupalBase {
       withAuth: options.withAuth,
     })
 
+    const errorMessagePrefix = ""Error while fetchin..."
chapter-three_next-drupal_bug_commits,Environment / Configuration,7c8ce9543d,2025-01-27T22:40:16Z,Brian Perry,fix: ignore local environment (#831),4,"---FILE: .gitignore---
@@ -42,3 +42,4 @@ yarn-error.log*
 /drupal/web/phpunit.xml
 /drupal/web/sites/default/settings.local.php
 /drupal-*
+/local-next-drupal"
chapter-three_next-drupal_bug_commits,Data / Input Handling,6fb7718b70,2023-10-19T08:04:22Z,John Albin Wilkins,"refactor(next): fix Drupal coding standards

* refactor(next): lint warnings in Drupal PHP coding standards
* build(nex...",6,"---FILE: .github/workflows/next.yml---
@@ -68,15 +68,13 @@ jobs:
           cd ~/drupal
           COMPOSER_MEMORY_LIMIT=-1 composer require --dev phpspec/prophecy-phpunit:^2 -W
         if: ${{ startsWith(matrix.drupal,..."
chapter-three_next-drupal_bug_commits,Data / Input Handling,d851246be6,2024-10-11T14:55:33Z,Brian Perry,fix: resolve docs build failures on app router branch (#803),3,"---FILE: turbo.json---
@@ -1,6 +1,5 @@
 {
   ""$schema"": ""https://turborepo.org/schema.json"",
-  ""baseBranch"": ""origin/main"",
   ""pipeline"": {
     ""build"": {
       ""dependsOn"": [""^build""],

---FILE: www/components/video..."
chapter-three_next-drupal_bug_commits,Data / Input Handling,d69ca0de04,2024-02-29T04:07:57Z,Rajeshreeputra,"feat(next): allow 1.x and 2.x of cweagans/composer-patches

Fixes #704",3,"---FILE: modules/next/composer.json---
@@ -11,7 +11,6 @@
     }
   ],
   ""require"": {
-    ""cweagans/composer-patches"": ""~1.0"",
     ""drupal/decoupled_router"": ""^2.0"",
     ""drupal/pathauto"": ""^1.11"",
     ""drupal/simple..."
chapter-three_next-drupal_bug_commits,Documentation / Formatting,d32ab937cf,2021-02-02T13:11:41Z,arshad,docs: fix README,7,"---FILE: README.md---
@@ -129,7 +129,7 @@ Add a new user at */admin/people/create* and assign it the role created above.
 
 _Note: When the Next.js is authenticated, it will be authenticated as this user._
 
-**Configure..."
chapter-three_next-drupal_bug_commits,Documentation / Formatting,578a11ba96,2022-07-27T08:54:29Z,shadcn,docs(www): add known issues page,7,"---FILE: www/config/docs.ts---
@@ -27,6 +27,10 @@ export const docsConfig: DocsConfig = {
           href: ""https://github.com/chapter-three/next-drupal/blob/main/CHANGELOG.md"",
           external: true,
         },
+  ..."
chapter-three_next-drupal_bug_commits,Documentation / Formatting,d974577243,2021-02-02T13:38:28Z,arshad,fix: update README for certificates,7,"---FILE: README.md---
@@ -49,17 +49,28 @@ cp examples/example-blog/.env.example examples/example-blog/.env.local
 cp examples/example-marketing/.env.example examples/example-marketing/.env.local
 ```
 
-4. Then run `yarn..."
chapter-three_next-drupal_bug_commits,File I/O and Export,f2f398de57,2023-11-17T13:42:03Z,JohnAlbin,"fix(next-drupal): fix broken build by using named Jsona export

Prevents ""TypeError: Jsona is not a constructor"" error",1,"---FILE: packages/next-drupal/src/client.ts---
@@ -1,4 +1,4 @@
-import Jsona from ""jsona""
+import { Jsona } from ""jsona""
 import { stringify } from ""qs""
 import { JsonApiErrors } from ""./jsonapi-errors""
 import { logger ..."
chapter-three_next-drupal_bug_commits,Visualization / Plotting,54549d8c47,2021-04-07T05:25:17Z,arshad,fix(www): update core theme,4,"---FILE: www/core/config/theme.ts---
@@ -276,6 +276,7 @@ const theme: Theme = {
       },
       a: {
         color: ""link"",
+        wordWrap: ""break-word"",
         textDecoration: ""inherit"",
         ""&:hover"": {
   ..."
chapter-three_next-drupal_bug_commits,Visualization / Plotting,a74b3181aa,2021-12-06T06:51:21Z,shadcn,fix(www): update meta tags,3,"---FILE: www/config/site.ts---
@@ -22,5 +22,6 @@ export const site: SiteConfig = {
   ],
   social: {
     github: ""chapter-three/next-drupal"",
+    twitter: ""shadcn"",
   },
 }

---FILE: www/pages/_app.tsx---
@@ -14,7 +1..."
chapter-three_next-drupal_bug_commits,Visualization / Plotting,3ef818b596,2022-10-14T08:38:10Z,shadcn,fix(www): update version,3,"---FILE: www/config/site.ts---
@@ -39,7 +39,7 @@ export const site: SiteConfig = {
   },
   versions: [
     {
-      version: ""v1.4.0"",
+      version: ""v1.5.0"",
       active: true,
     },
     {"
